X,Y,OBJECTID,location,county,feedID,url,iframe,lat,long
-8534605.9847,4755099.5472,16,I-895 at I-695 Interchange MP 3.50 (C045),Baltimore County,9000f4c3c37401b8004606363d235daa,https://chart.maryland.gov/video/video.php?feed=9000f4c3c37401b8004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=9000f4c3c37401b8004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.232983,-76.66767
-8569587.0215,4721886.8667,17,New Hampshire Ave (MD 650) & Piney Branch Rd (MD 320),Prince George's County,4e00a5cd00050075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=4e00a5cd00050075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4e00a5cd00050075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.001503,-76.98191
-8516661.2828,4771334.8325,18,I-95 S of I-695 (C026) I-95 N of Kenwood Ave (MP 63.1),Baltimore County,2f009e8a00e50039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=2f009e8a00e50039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=2f009e8a00e50039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.34586,-76.50647
-8522740.4402,4759869.742,19,I-895 N of Baltimore Harbor Tunnel (C036) MP 10.6,Baltimore City,0b017ae1019100e300441a366e230214,https://chart.maryland.gov/video/video.php?feed=0b017ae1019100e300441a366e230214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=0b017ae1019100e300441a366e230214"" frame border=""0"" allowfullscreen></iframe>",39.266167,-76.56108
-8519503.2694,4752523.195,20,I-695 I/L Pier #16,Baltimore City,4e022563017c00790053fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=4e022563017c00790053fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4e022563017c00790053fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.215054,-76.532
-8378976.8838,4631642.4905,21,US 50 W AT MD 90,Worcester County,f100453d0099007b00488436cf235d0a,https://chart.maryland.gov/video/video.php?feed=f100453d0099007b00488436cf235d0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f100453d0099007b00488436cf235d0a"" frame border=""0"" allowfullscreen></iframe>",38.3687,-75.26963
-8580254.323,4719900.8336,22,Connecticut Ave (MD 185) & East-West Hwy (MD 410),Montgomery County,0b01b57900060075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=0b01b57900060075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=0b01b57900060075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",38.987637,-77.077736
-8479256.3754,4718736.9807,23,US 50 W OF US 301 SPLIT,Queen Anne's County,40000a9300320014004a8436cf235d0a,https://chart.maryland.gov/video/video.php?feed=40000a9300320014004a8436cf235d0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=40000a9300320014004a8436cf235d0a"" frame border=""0"" allowfullscreen></iframe>",38.97951,-76.170456
-8788753.9482,4813910.1345,24,I-68 AT EXIT 33 MD 736 MIDLOTHIAN RD (EB),Allegany County,8a00eb0900bf00030057fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=8a00eb0900bf00030057fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=8a00eb0900bf00030057fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.641003,-78.95072
-8562839.9472,4695967.6803,25,I-95/495 AT MD-5,Prince George's County,76001126000a000e004ee33696235daa,https://chart.maryland.gov/video/video.php?feed=76001126000a000e004ee33696235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=76001126000a000e004ee33696235daa"" frame border=""0"" allowfullscreen></iframe>",38.820328,-76.9213
-8516232.7028,4766490.0004,26,I-695 PRIOR TO CHESACO AVE,Baltimore County,b700e75ce1df03c4004a06363d235daa,https://chart.maryland.gov/video/video.php?feed=b700e75ce1df03c4004a06363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=b700e75ce1df03c4004a06363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.312195,-76.50262
-8577731.1554,4727404.2833,27,University Blvd (MD 193) & Veirs Mill Rd (MD 586),Montgomery County,0c0159ba01210075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=0c0159ba01210075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=0c0159ba01210075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.04001,-77.05507
-8571846.2506,4732500.6807,28,New Hampshire Ave (MD 650) & Randolph Rd,Montgomery County,5e0089a0025c0075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=5e0089a0025c0075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5e0089a0025c0075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.07556,-77.002205
-8481415.3056,4750116.7128,29,RWIS MD-20 AT MD-21,Kent County,85000982013700f20053fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=85000982013700f20053fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=85000982013700f20053fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.198303,-76.18985
-8748942.7587,4799600.2512,30,RWIS MD-51 AT OLDTOWN SALT DOME,Allegany County,b200c8ac005700170053fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=b200c8ac005700170053fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=b200c8ac005700170053fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.541943,-78.59309
-8585807.3845,4726101.5655,31,Old Georgetown Rd (MD 187) & I-270,Montgomery County,a900598700f30074004d823633235daa,https://chart.maryland.gov/video/video.php?feed=a900598700f30074004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=a900598700f30074004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.03092,-77.12762
-8474857.4744,4804481.8893,32,I-95 N of Lapidum Rd (C012) MP 89.4,Harford County,f000856500e40039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=f000856500e40039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f000856500e40039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.575752,-76.13094
-8460265.7156,4810326.2649,33,I-95 N of Chesapeake H. (C005) MP 97.1,Cecil County,480169db00e20039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=480169db00e20039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=480169db00e20039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.616207,-75.99986
-8498853.5038,4784791.4265,34,MD 152 E. of I-95 JOPPA TWR,Harford County,1b0011cc006300800045833633235daa,https://chart.maryland.gov/video/video.php?feed=1b0011cc006300800045833633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1b0011cc006300800045833633235daa"" frame border=""0"" allowfullscreen></iframe>",39.43928,-76.3465
-8523196.8501,4751087.7989,35,I-695 W of Quarantine Rd (C050) MP 50.4,Baltimore City,aa002ea0c47601b8004606363d235daa,https://chart.maryland.gov/video/video.php?feed=aa002ea0c47601b8004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=aa002ea0c47601b8004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.205063,-76.56518
-8521899.978,4761953.0979,36,I-895 S of O'Donnell St (C035) MP 11.8,Baltimore City,b8007791019100e300441a366e230214,https://chart.maryland.gov/video/video.php?feed=b8007791019100e300441a366e230214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=b8007791019100e300441a366e230214"" frame border=""0"" allowfullscreen></iframe>",39.280655,-76.55353
-8367657.918,4628485.5523,37,US 50 AT RACETRACK RD,Worcester County,3200db9600fb00f30056fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=3200db9600fb00f30056fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=3200db9600fb00f30056fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.346462,-75.16795
-8523402.7912,4759491.3099,38,I-95 FMT East Vent Bldg Roof Top (C039) MP 55.9,Baltimore City,47017d19019200e300441a366e230214,https://chart.maryland.gov/video/video.php?feed=47017d19019200e300441a366e230214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=47017d19019200e300441a366e230214"" frame border=""0"" allowfullscreen></iframe>",39.263535,-76.56703
-8571419.3403,4692558.0085,39,MD 210 S of I-95/495,Prince George's County,5b00069600230088004502366d235daa,https://chart.maryland.gov/video/video.php?feed=5b00069600230088004502366d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5b00069600230088004502366d235daa"" frame border=""0"" allowfullscreen></iframe>",38.79646,-76.99837
-8822268.3507,4821421.5522,40,I-68 AT US-219 (Keyser's Ridge TWR),Garrett County,0e0109d100f1003d00471536ea235d0a,https://chart.maryland.gov/video/video.php?feed=0e0109d100f1003d00471536ea235d0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=0e0109d100f1003d00471536ea235d0a"" frame border=""0"" allowfullscreen></iframe>",39.692944,-79.251785
-8524800.964,4780460.2166,41,I-695 AT PROVIDENCE RD,Baltimore County,52ff0db500bd00a8004be2369e235daa,https://chart.maryland.gov/video/video.php?feed=52ff0db500bd00a8004be2369e235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=52ff0db500bd00a8004be2369e235daa"" frame border=""0"" allowfullscreen></iframe>",39.409225,-76.57959
-8598681.4836,4749218.5414,42,Frederick Rd (MD 355) & Germantown Rd (MD 118),Montgomery County,0601b17800060075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=0601b17800060075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=0601b17800060075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.19205,-77.24327
-8581264.4361,4722733.9066,43,I-495 W. OF CONN AVE,Montgomery County,e301515800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=e301515800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=e301515800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.007416,-77.08681
-8762561.5852,4818640.8263,44,I-68 AT US 220,Allegany County,daffdc99009b00f60057fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=daffdc99009b00f60057fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=daffdc99009b00f60057fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.67372,-78.71543
-8716662.3327,4824162.8236,45,"I-68 EXIT 74, MOUNTAIN RD",Washington County,1301e837002300fd0057fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=1301e837002300fd0057fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1301e837002300fd0057fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.71189,-78.30311
-8518844.258,4768456.2907,46,"I-95 NB, S of Chesaco Ave MM 61.4 (C027C)",Baltimore County,7d004bd400b500a5004e3336c4235c0a,https://chart.maryland.gov/video/video.php?feed=7d004bd400b500a5004e3336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=7d004bd400b500a5004e3336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.32586,-76.52608
-8504902.605,4722112.0495,47,WPL C504 at Gantry S-4 MP 32.7,Anne Arundel County,ed01636a2ed2001a00503336c4235c0a,https://chart.maryland.gov/video/video.php?feed=ed01636a2ed2001a00503336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=ed01636a2ed2001a00503336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.003075,-76.40084
-8565943.5346,4695537.9084,48,I-95/495 AT TEMPLE HILLS RD,Prince George's County,bd00080800ec00a8004a02366d235daa,https://chart.maryland.gov/video/video.php?feed=bd00080800ec00a8004a02366d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=bd00080800ec00a8004a02366d235daa"" frame border=""0"" allowfullscreen></iframe>",38.81732,-76.94918
-8552214.5018,4714114.1078,49,US 50 AT LOTTSFORD VISTA RD,Prince George's County,d2ff0e21009700e9004ae33696235daa,https://chart.maryland.gov/video/video.php?feed=d2ff0e21009700e9004ae33696235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=d2ff0e21009700e9004ae33696235daa"" frame border=""0"" allowfullscreen></iframe>",38.94722,-76.82585
-8515882.0464,4723272.7084,50,US 50 E. OF SEVERN RIV,Anne Arundel County,7401e25800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=7401e25800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=7401e25800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.011177,-76.49947
-8639150.5713,4798930.0401,51,RWIS US 40 AT FRED/WASH CO. LINE,Washington County,7f01ae3d006200620053fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=7f01ae3d006200620053fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=7f01ae3d006200620053fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.5373,-77.60681
-8475906.7719,4803322.81,52,I-95 S of Md 155  (C013) MP 88.6,Harford County,6a0091d300e40039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=6a0091d300e40039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=6a0091d300e40039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.567726,-76.140366
-8555975.9874,4750635.1405,53,US 29 AT BROKENLAND PKWY,Howard County,95ff27b100a900b4004b823633235daa,https://chart.maryland.gov/video/video.php?feed=95ff27b100a900b4004b823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=95ff27b100a900b4004b823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.201912,-76.85964
-8531365.4743,4781991.5985,54,I-695 EX 24 AT I-83,Baltimore County,4c01ba5800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=4c01ba5800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4c01ba5800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.419853,-76.63856
-8595759.347,4743028.0294,55,I-270 & Montgomery Village Ave (MD 124),Montgomery County,3d010dec036a0075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=3d010dec036a0075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=3d010dec036a0075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.148937,-77.21702
-8580290.3905,4733637.8644,56,Connecticut Ave (MD 185) & Georgia Ave (MD 97),Montgomery County,9500b9a102620075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=9500b9a102620075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=9500b9a102620075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.08349,-77.07806
-8581760.921,4718347.4843,57,Bradley Blvd (MD 191) & Wisconsin Ave (MD 355),Montgomery County,f70054e703e00077004d823633235daa,https://chart.maryland.gov/video/video.php?feed=f70054e703e00077004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f70054e703e00077004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",38.97679,-77.09127
-8540149.6953,4715057.1231,58,US 50 AT US 301/MD 3,Prince George's County,6f01dc5801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=6f01dc5801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=6f01dc5801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.953808,-76.71747
-8746144.7433,4823242.5198,59,I-68 AT BLACK VALLEY RD,Allegany County,cfffe28200a100f60057fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=cfffe28200a100f60057fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=cfffe28200a100f60057fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.70553,-78.567955
-8505047.3203,4722553.9781,60,WPL C503 at Gantry N-3 MP 0.9,Anne Arundel County,b1019e712e53001b00503336c4235c0a,https://chart.maryland.gov/video/video.php?feed=b1019e712e53001b00503336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=b1019e712e53001b00503336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.00616,-76.40214
-8546056.3075,4713833.9971,61,US 50 AT CHURCH RD,Prince George's County,ac016133026300e50051fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=ac016133026300e50051fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=ac016133026300e50051fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.945263,-76.77053
-8563033.0865,4724410.7187,62,I-95/495 AT US 1,Prince George's County,440020db006e00800045833633235daa,https://chart.maryland.gov/video/video.php?feed=440020db006e00800045833633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=440020db006e00800045833633235daa"" frame border=""0"" allowfullscreen></iframe>",39.01912,-76.923035
-8479046.4269,4719002.6201,63,US 50 AT US 301 SPLIT,Queen Anne's County,cb000f1800330014004a8436cf235d0a,https://chart.maryland.gov/video/video.php?feed=cb000f1800330014004a8436cf235d0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=cb000f1800330014004a8436cf235d0a"" frame border=""0"" allowfullscreen></iframe>",38.981365,-76.16857
-8467326.2656,4712457.0295,64,US 50 AT MD 404 WYE MILLS TWR,Talbot County,2f0013b20094007b00488436cf235d0a,https://chart.maryland.gov/video/video.php?feed=2f0013b20094007b00488436cf235d0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=2f0013b20094007b00488436cf235d0a"" frame border=""0"" allowfullscreen></iframe>",38.935642,-76.063286
-8359910.0814,4626750.3449,65,RWIS US 50 AT OC DRAWBRIDGE,Worcester County,ca00391d02aa00fa0051fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=ca00391d02aa00fa0051fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=ca00391d02aa00fa0051fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.334236,-75.09835
-8517062.033,4754652.7446,66,"I-695 I/L, N of FSK Bridge (C053) MP47.1",Baltimore County,4a014528c47701b8004606363d235daa,https://chart.maryland.gov/video/video.php?feed=4a014528c47701b8004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4a014528c47701b8004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.229874,-76.51007
-8361389.5174,4627286.9421,67,US 50 AT MD 611,Worcester County,a6004fe80099007b00488436cf235d0a,https://chart.maryland.gov/video/video.php?feed=a6004fe80099007b00488436cf235d0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=a6004fe80099007b00488436cf235d0a"" frame border=""0"" allowfullscreen></iframe>",38.338017,-75.11164
-8593402.7134,4738710.1418,68,I-270 & I-370,Montgomery County,f50009a903690075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=f50009a903690075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f50009a903690075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.11885,-77.19585
-8556297.2554,4740204.6251,69,I-95 AT MD 216,Howard County,8eff12b900a400ff0047e33696235daa,https://chart.maryland.gov/video/video.php?feed=8eff12b900a400ff0047e33696235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=8eff12b900a400ff0047e33696235daa"" frame border=""0"" allowfullscreen></iframe>",39.129265,-76.862526
-8532677.9311,4773460.5885,70,I-83 and Northern Parkway,Baltimore City,b70059fa00980068004f823633235daa,https://chart.maryland.gov/video/video.php?feed=b70059fa00980068004f823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=b70059fa00980068004f823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.360626,-76.65035
-8543179.8119,4767891.9052,71,I-695 N OF Ex 17 at Dogwood Rd,Baltimore County,3b00149c00e000a6004e3436c4235c0a,https://chart.maryland.gov/video/video.php?feed=3b00149c00e000a6004e3436c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=3b00149c00e000a6004e3436c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.321938,-76.74469
