OBJECTID,ImgPath,CameraLocation,CameraDirection,y,x,SnapShot,WarningAge,TooOld,AgeInMinutes
105524966,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOT-IK30A,I-290/IL-53 at I-90,NONE,42.05812,-88.02891,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOT-IK30A,false,false,0
105524967,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-348&direction=W,US 41 at Stearns School,W,42.39279,-87.9264,https://www.lakecountypassage.com/snapshots/US_41_@_Stearns_School_cctv_West_Leg.jpg,false,false,12
105524968,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-348&direction=S,US 41 at Stearns School,S,42.39279,-87.9264,https://www.lakecountypassage.com/snapshots/US_41_@_Stearns_School_cctv_South_Leg.jpg,false,false,12
105524969,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-348&direction=N,US 41 at Stearns School,N,42.39279,-87.9264,https://www.lakecountypassage.com/snapshots/US_41_@_Stearns_School_cctv_North_Leg.jpg,false,false,12
105524970,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_519&direction=E,I-74 at University Ave.,E,40.12166,-88.17337,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_519&direction=E,false,false,1
105524971,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-35&direction=W,75th / Beebe,W,41.74729,-88.2002,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-35&direction=W,false,false,5
105524972,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-35&direction=E,75th / Beebe,E,41.74729,-88.2002,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-35&direction=E,false,false,5
105524973,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_518&direction=E,I-74 at Cunningham Ave.,E,40.13378,-88.19607,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_518&direction=E,false,false,1
105524974,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-56&direction=W,Diehl / Raymond,W,41.80168,-88.1889,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-56&direction=W,false,false,1
105524975,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-56&direction=E,Diehl / Raymond,E,41.80168,-88.1889,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-56&direction=E,false,false,1
105524976,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-56&direction=S,Diehl / Raymond,S,41.80168,-88.1889,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-56&direction=S,false,false,1
105524977,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-56&direction=N,Diehl / Raymond,N,41.80168,-88.1889,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-56&direction=N,false,false,1
105524978,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-170&direction=W,Grand at McAree,W,42.37029,-87.8654,https://www.lakecountypassage.com/snapshots/Grand_@_McAree_cctv_West_Leg.jpg,false,false,8
105524979,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-170&direction=E,Grand at McAree,E,42.37029,-87.8654,https://www.lakecountypassage.com/snapshots/Grand_@_McAree_cctv_East_Leg.jpg,false,false,8
105524980,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_521&direction=W,I-74 at Bowman Ave.,W,40.11407,-87.61034,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_521&direction=W,false,false,1
105524981,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-55&direction=W,Ferry / Raymond,W,41.80699,-88.18849,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-55&direction=W,false,false,1
105524982,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-55&direction=E,Ferry / Raymond,E,41.80699,-88.18849,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-55&direction=E,false,false,1
105524983,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_520&direction=E,I-74 at Mile Post 189.1,E,40.12079,-88.10461,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_520&direction=E,false,false,1
105524984,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-31302&direction=W,IL 83 at Hawley,W,42.26919,-88.0337,https://www.lakecountypassage.com/snapshots/IL_83_@_Hawley_cctv_West_Leg.jpg,false,false,9
105524985,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-31302&direction=E,IL 83 at Hawley,E,42.26919,-88.0337,https://www.lakecountypassage.com/snapshots/IL_83_@_Hawley_cctv_East_Leg.jpg,false,false,9
105524986,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-31302&direction=S,IL 83 at Hawley,S,42.26919,-88.0337,https://www.lakecountypassage.com/snapshots/IL_83_@_Hawley_cctv_South_Leg.jpg,false,false,9
105524987,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-31302&direction=N,IL 83 at Hawley,N,42.26919,-88.0337,https://www.lakecountypassage.com/snapshots/IL_83_@_Hawley_cctv_North_Leg.jpg,false,false,9
105524988,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-33&direction=W,75th / Greene,W,41.7494,-88.0744,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-33&direction=W,false,false,1
105524989,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-33&direction=E,75th / Greene,E,41.7494,-88.0744,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-33&direction=E,false,false,1
105524990,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_523&direction=E,Bus 55 (Veteran's Parkway) at Morrissey,E,40.45958,-88.97033,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_523&direction=E,false,false,1
105524991,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-11&direction=W,Bloomingdale / Fullerton,W,41.91748,-88.08139,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-11&direction=W,false,false,1
105524992,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-11&direction=E,Bloomingdale / Fullerton,E,41.91748,-88.08139,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-11&direction=E,false,false,1
105524993,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-11&direction=S,Bloomingdale / Fullerton,S,41.91748,-88.08139,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-11&direction=S,false,false,1
105524994,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-11&direction=N,Bloomingdale / Fullerton,N,41.91748,-88.08139,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-11&direction=N,false,false,1
105524995,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-KANECOUNTY-269,Randall Rd at Orchard Mooseheart,NONE,41.81864,-88.34658,https://www.travelmidwest.com/lmiga/snapshot?id=IL-KANECOUNTY-269,false,false,6
105524996,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_522&direction=W,Bus 55 (Veteran's Parkway) at Morris,W,40.45812,-89.0059,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_522&direction=W,false,false,0
105524997,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-32&direction=W,75th / Wherli,W,41.749,-88.10359,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-32&direction=W,false,false,1
105524998,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-32&direction=E,75th / Wherli,E,41.749,-88.10359,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-32&direction=E,false,false,1
105524999,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_525&direction=N,Bus 55 (Veteran's Parkway) at Oakland,N,40.47335,-88.95211,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_525&direction=N,false,false,0
105525000,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-54&direction=W,Diehl / Mill,W,41.8013,-88.1547,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-54&direction=W,false,false,1
105525001,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-54&direction=E,Diehl / Mill,E,41.8013,-88.1547,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-54&direction=E,false,false,1
105525002,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-54&direction=S,Diehl / Mill,S,41.8013,-88.1547,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-54&direction=S,false,false,1
105525003,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-54&direction=N,Diehl / Mill,N,41.8013,-88.1547,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-54&direction=N,false,false,1
105525004,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-53&direction=W,Winfield / Diehl,W,41.80168,-88.16729,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-53&direction=W,false,false,1
105525005,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-53&direction=E,Winfield / Diehl,E,41.80168,-88.16729,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-53&direction=E,false,false,1
105525006,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-cam172_30_33_97&direction=W,IL 131 at IL 137,W,42.30859,-87.8625,https://www.lakecountypassage.com/snapshots/IL_131_@_IL_137_cctv_West_Leg.jpg,false,false,8
105525007,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-cam172_30_33_97&direction=E,IL 131 at IL 137,E,42.30859,-87.8625,https://www.lakecountypassage.com/snapshots/IL_131_@_IL_137_cctv_East_Leg.jpg,false,false,8
105525008,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-cam172_30_33_97&direction=S,IL 131 at IL 137,S,42.30859,-87.8625,https://www.lakecountypassage.com/snapshots/IL_131_@_IL_137_cctv_South_Leg.jpg,false,false,8
105525009,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-LAKECOUNTY-cam172_30_33_97&direction=N,IL 131 at IL 137,N,42.30859,-87.8625,https://www.lakecountypassage.com/snapshots/IL_131_@_IL_137_cctv_North_Leg.jpg,false,false,8
105525010,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_511&direction=S,I-57 at Mile Post 242.8,S,40.20866,-88.2179,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_511&direction=S,false,false,1
105525011,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-2&direction=S,County Farm / Jewell,S,41.8739,-88.1462,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-2&direction=S,false,false,1
105525012,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-2&direction=N,County Farm / Jewell,N,41.8739,-88.1462,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-2&direction=N,false,false,1
105525013,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_510&direction=S,I-57 at Market St.,S,40.18104,-88.24489,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_510&direction=S,false,false,1
105525014,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-1&direction=S,County Farm / Main Ent,S,41.86819,-88.14399,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-1&direction=S,false,false,1
105525015,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-1&direction=N,County Farm / Main Ent,N,41.86819,-88.14399,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-1&direction=N,false,false,1
105525016,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-38&direction=S,County Farm / Williams,S,41.85948,-88.1426,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-38&direction=S,false,false,1
105525017,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-38&direction=N,County Farm / Williams,N,41.85948,-88.1426,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-38&direction=N,false,false,1
105525018,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_512&direction=W,I-72 at Mile Post 178.3,W,40.12026,-88.37032,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_512&direction=W,false,false,1
105525019,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-15&direction=S,Schmale / Fullerton,S,41.91699,-88.10099,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-15&direction=S,false,false,1
105525020,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-15&direction=N,Schmale / Fullerton,N,41.91699,-88.10099,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-15&direction=N,false,false,1
105525021,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-37&direction=W,75th / Olympus,W,41.7481,-88.13919,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-37&direction=W,false,false,1
105525022,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-37&direction=E,75th / Olympus,E,41.7481,-88.13919,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-37&direction=E,false,false,1
105525023,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_515&direction=E,I-74 at Prospect Ave.,E,40.13475,-88.25781,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_515&direction=E,false,false,1
105525024,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-14&direction=W,Army Trail / Schmale,W,41.93888,-88.10099,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-14&direction=W,false,false,1
105525025,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-14&direction=E,Army Trail / Schmale,E,41.93888,-88.10099,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-14&direction=E,false,false,1
105525026,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-58&direction=W,75th / Woodward,W,41.7507,-88.03099,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-58&direction=W,false,false,1
105525027,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-58&direction=E,75th / Woodward,E,41.7507,-88.03099,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-58&direction=E,false,false,1
105525028,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-57&direction=W,75th / Plainfield-Naperville,W,41.7476,-88.16729,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-57&direction=W,false,false,1
105525029,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-57&direction=E,75th / Plainfield-Naperville,E,41.7476,-88.16729,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-57&direction=E,false,false,1
105525030,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-IDOTD4-camera_534&direction=S,US 45 (Neil St.) at Kirby,S,40.09829,-88.2444,https://www.travelmidwest.com/lmiga/snapshot?id=IL-IDOTD4-camera_534&direction=S,false,false,1
105525031,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-21&direction=W,75th / Woodridge,W,41.75019,-88.0522,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-21&direction=W,false,false,1
105525032,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-21&direction=E,75th / Woodridge,E,41.75019,-88.0522,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-21&direction=E,false,false,1
105525033,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-42&direction=W,Warrenville / Naperville,W,41.80899,-88.1173,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-42&direction=W,false,false,1
105525034,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-42&direction=E,Warrenville / Naperville,E,41.80899,-88.1173,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-42&direction=E,false,false,1
105525035,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-42&direction=S,Warrenville / Naperville,S,41.80899,-88.1173,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-42&direction=S,false,false,1
105525036,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-42&direction=N,Warrenville / Naperville,N,41.80899,-88.1173,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-42&direction=N,false,false,1
105525037,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-20&direction=W,75th / Naper,W,41.74879,-88.11509,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-20&direction=W,false,false,1
105525038,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-20&direction=E,75th / Naper,E,41.74879,-88.11509,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-20&direction=E,false,false,1
105525039,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-20&direction=S,75th / Naper,S,41.74879,-88.11509,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-20&direction=S,false,false,1
105525040,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-20&direction=N,75th / Naper,N,41.74879,-88.11509,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-20&direction=N,false,false,1
105525041,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-9&direction=W,Army Trail / Bloomingdale,W,41.93709,-88.0802,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-9&direction=W,false,false,1
105525042,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-9&direction=E,Army Trail / Bloomingdale,E,41.93709,-88.0802,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-9&direction=E,false,false,1
105525043,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-9&direction=S,Army Trail / Bloomingdale,S,41.93709,-88.0802,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-9&direction=S,false,false,1
105525044,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-9&direction=N,Army Trail / Bloomingdale,N,41.93709,-88.0802,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-9&direction=N,false,false,1
105525045,https://www.travelmidwest.com/lmiga/showCamera.jsp?id=IL-DUPAGECOUNTY-3&direction=W,Schmale / St. Charles,W,41.89749,-88.10199,https://www.travelmidwest.com/lmiga/snapshot?id=IL-DUPAGECOUNTY-3&direction=W,false,false,1
